,player_id,season,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,ppr_sh,name,position,team
906,00-0027981,2015,49,73,495.0,5,608.0,203.0,25.0,5.243862464918278,0,19.698572479638102,2.6913317509296384,3.547696914818015,128.5,16,0.16079295154185022,0.18576229758631224,0.1122787610619469,0.3897992653818251,0.15249537892791126,0.35714285714285715,0.16339869281045752,0.17964071856287425,0.10659123712195365,Kyle Rudolph,TE,FA
907,00-0027981,2016,83,132,840.0,7,856.0,359.0,50.0,31.476101984428567,0,20.318538172732374,3.639428447874691,3.614200840866951,209.0,16,0.22448979591836735,0.22096024780588538,0.1768472906403941,0.5135028921222593,0.20393299344501092,0.35,0.23923444976076555,0.24890829694323144,0.15354550530429925,Kyle Rudolph,TE,FA
908,00-0027981,2017,57,81,532.0,8,600.0,224.0,32.0,17.34705497229303,0,14.17755296665333,2.4432149734642983,2.496814274269245,158.2,16,0.15370018975332067,0.14977533699450823,0.11318847902981304,0.3503705542255876,0.13540341053703234,0.32,0.16326530612244897,0.18099547511312217,0.11134885554210422,Kyle Rudolph,TE,FA
909,00-0027981,2018,64,82,634.0,4,521.0,249.0,32.0,26.10858808498672,0,23.993718191148044,2.2827393987532236,1.8930918579304936,151.4,16,0.1353135313531353,0.11851683348498634,0.12788906009244994,0.29778376381769206,0.14751046998604,0.13333333333333333,0.14678899082568808,0.14516129032258066,0.10079759257533188,Kyle Rudolph,TE,FA
910,00-0027981,2019,39,48,367.0,6,308.0,190.0,24.0,22.442927685142543,1,24.761107290812003,1.6600398446060292,1.2275755705693085,113.7,15,0.10786516853932585,0.0905083749632677,0.10620458356623812,0.23420445277960295,0.10185956147654732,0.23076923076923078,0.14545454545454545,0.15706806282722513,0.08426466664690363,Kyle Rudolph,TE,FA
911,00-0027981,2020,28,37,334.0,1,261.0,164.0,16.0,8.67204154228239,0,29.290709728867622,1.2765015895400786,0.9646337836676901,65.4,12,0.10192837465564739,0.08189519924694069,0.12693498452012383,0.21840872138102363,0.10868857793686951,0.038461538461538464,0.10738255033557047,0.09714285714285714,0.055564051587908454,Kyle Rudolph,TE,FA
912,00-0027981,2021,26,39,257.0,1,240.0,137.0,12.0,7.179265411463514,1,17.110669552101776,1.3168996721316815,1.2918768141674308,59.7,15,0.07386363636363637,0.06042296072507553,0.10014619883040936,0.159133823125515,0.08580968280467446,0.07142857142857142,0.08163265306122448,0.08074534161490683,0.05904460488576798,Kyle Rudolph,TE,FA
913,00-0027981,2022,3,5,28.0,1,44.0,3.0,2.0,1.939216998172924,0,3.6,0.11994588744588744,0.17081971313468533,11.8,5,0.02262443438914027,0.030683403068340307,0.004137931034482759,0.05848337403838265,0.02039329934450109,0.2,0.029850746268656716,0.041666666666666664,0.027691730029099786,Kyle Rudolph,TE,FA
914,00-0027985,2014,27,38,259.0,5,227.0,104.0,17.0,6.62186078849829,0,20.83523825589615,1.2199388884960571,0.9298596764916892,82.9,16,0.07378640776699029,0.05363894139886578,0.06015037593984962,0.15359076476957806,0.07009472259810555,0.25,0.08994708994708994,0.10526315789473684,0.06665058691107896,Lance Kendricks,TE,FA
915,00-0027985,2015,25,40,245.0,2,238.0,129.0,11.0,-4.0955395888886414,0,23.288710884277172,1.3981016629821468,1.0315044380714145,61.5,14,0.0963855421686747,0.07207752877044216,0.09181494661921709,0.2022403362693658,0.09344012204424104,0.18181818181818182,0.09565217391304348,0.10317460317460317,0.0646497350937684,Lance Kendricks,TE,FA
916,00-0027985,2016,50,87,499.0,2,433.0,276.0,22.0,-9.49409485353653,0,39.90208202706469,2.6199253818990593,1.7048818333393927,109.9,16,0.1623134328358209,0.11082672126951626,0.16995073891625614,0.33213152626934433,0.15061877452460007,0.14285714285714285,0.1456953642384106,0.14545454545454545,0.10577274739658525,Lance Kendricks,TE,FA
917,00-0027985,2017,18,35,203.0,1,260.0,89.0,8.0,-16.679611538247144,0,8.501612968556941,0.941646230993525,0.8856495808749593,44.3,11,0.08928571428571429,0.08834522595990486,0.0717163577759871,0.20460475219649532,0.08155885897950985,0.05555555555555555,0.064,0.06293706293706294,0.047770013802622496,Lance Kendricks,TE,FA
918,00-0027985,2018,19,25,170.0,1,141.0,112.0,9.0,7.418736501480453,0,31.321428571428573,0.6664166555254675,0.43230772635537223,42.0,13,0.04734848484848485,0.02991725015913431,0.05960617349654071,0.09495652740003471,0.04343382728666326,0.047619047619047616,0.05263157894736842,0.052083333333333336,0.0331110165082068,Lance Kendricks,TE,FA
919,00-0027985,2019,3,7,50.0,0,74.0,7.0,3.0,0.8527472350979224,0,1.527462121212121,0.19747545582047688,0.24231520338062026,8.0,4,0.04487179487179487,0.055891238670694864,0.014141414141414142,0.1120206832442482,0.04748338081671415,0.0,0.05172413793103448,0.046875,0.022745365631752532,Lance Kendricks,TE,FA
941,00-0028007,2014,9,17,129.0,0,162.0,84.0,7.0,3.9772381601275844,0,3.951421911421911,0.46662874109324454,0.4463588788148266,22.0,12,0.03935185185185185,0.035816935662171125,0.06496519721577726,0.08768132630751468,0.042630535360211504,0.0,0.05,0.04516129032258064,0.024045292587492075,Robert Housler,TE,FA
942,00-0028007,2015,4,7,33.0,0,46.0,9.0,3.0,-0.2972556473687291,0,4.65,0.20640846918477534,0.15691315409116696,7.3,5,0.036458333333333336,0.026047565118912798,0.013996889580093312,0.07552555209513023,0.021926910299003323,0.0,0.04477611940298507,0.039473684210526314,0.015911072362685266,Robert Housler,TE,FA
962,00-0028040,2014,24,48,424.0,2,482.0,169.0,13.0,1.253192058158116,0,9.709054510857095,1.7694895695039166,1.736818078931854,78.4,10,0.17454545454545456,0.17257429287504475,0.19858989424206816,0.39987761611821765,0.20492991783470277,0.25,0.14285714285714285,0.15151515151515152,0.1181505817107722,Jordan Cameron,TE,FA
963,00-0028040,2015,35,70,386.0,3,730.0,82.0,21.0,-5.980797647831983,0,11.468451262027441,2.011802015623395,2.360760779257451,91.6,16,0.11904761904761904,0.14163756305781916,0.04371002132196162,0.2918814790176839,0.09123138737887024,0.125,0.10824742268041238,0.11009174311926606,0.06594957305571154,Jordan Cameron,TE,FA
964,00-0028040,2016,8,11,60.0,1,87.0,28.0,3.0,0.35006580490153283,0,2.327536231884058,0.29797979797979796,0.2569432583603164,20.0,3,0.09734513274336283,0.08743718592964825,0.07,0.21596744785876287,0.06726457399103139,0.2,0.07317073170731707,0.08695652173913043,0.07225955632632416,Jordan Cameron,TE,FA
965,00-0028042,2014,7,11,41.0,0,63.0,17.0,2.0,-0.02482572291046381,0,5.326666666666666,0.3217129361866204,0.16654497919732092,11.1,5,0.059782608695652176,0.035333707234997194,0.049132947976878616,0.11794087883147603,0.03727272727272727,0.0,0.0425531914893617,0.03773584905660377,0.035305343511450385,Luke Stocker,TE,FA
966,00-0028042,2015,9,13,61.0,1,32.0,39.0,3.0,1.12054017868794,0,7.923076923076923,0.3817597686468322,0.08894078282334891,21.1,8,0.045454545454545456,0.010720268006700168,0.04980842911877394,0.07675803258717831,0.02781577747378021,0.1111111111111111,0.026785714285714284,0.03305785123966942,0.03109251127287731,Luke Stocker,TE,FA
967,00-0028042,2016,5,8,23.0,0,12.0,20.0,2.0,-2.0357066536777206,0,5.833333333333333,0.24900050929462694,0.036161231020774995,7.3,6,0.04040404040404041,0.005676442762535478,0.045146726862302484,0.06514721481608898,0.015994436717663423,0.0,0.02666666666666667,0.023255813953488372,0.015001438494102173,Luke Stocker,TE,FA
968,00-0028042,2017,4,5,30.0,1,13.0,22.0,1.0,2.7002032974851318,0,4.25,0.1758056758056758,0.05017294171218429,13.0,4,0.04032258064516129,0.01124567474048443,0.06321839080459771,0.06948041076012948,0.03484320557491289,0.14285714285714285,0.024390243902439025,0.041666666666666664,0.04306917572223695,Luke Stocker,TE,FA
969,00-0028042,2018,15,21,165.0,2,163.0,64.0,10.0,12.764087381423451,0,14.052758352758353,0.8207188250068783,0.9311070793351969,43.5,12,0.06583072100313479,0.08013765978367748,0.05215973920130399,0.16285620933164419,0.07291206363234644,0.2,0.08849557522123894,0.0975609756097561,0.05199493198823839,Luke Stocker,TE,FA
970,00-0028042,2019,8,14,53.0,0,60.0,36.0,2.0,-12.174663236830384,0,15.475,0.35736624733129857,0.18696164040086408,13.3,11,0.028688524590163935,0.015,0.02459016393442623,0.055032786885245905,0.014374830485489558,0.0,0.010526315789473684,0.009523809523809525,0.011385231727987125,Luke Stocker,TE,FA
971,00-0028042,2020,7,11,63.0,0,21.0,52.0,4.0,1.054195458185859,0,27.45,0.2734031891615143,0.06252461954300187,13.299999999999999,9,0.029649595687331536,0.00668364099299809,0.057777777777777775,0.049821306325395776,0.02342878393454816,0.0,0.0273972602739726,0.025,0.015233775456440564,Luke Stocker,TE,FA
972,00-0028042,2021,2,2,12.0,0,6.0,6.0,0.0,0.3652796185342595,0,8.0,0.06601731601731602,0.027812177502579978,3.2,2,0.03125,0.013422818791946308,0.036585365853658534,0.05761325503355705,0.03234501347708895,0.0,0.0,0.0,0.020364006618302153,Luke Stocker,TE,FA
996,00-0028067,2014,43,62,489.0,12,420.0,162.0,30.0,29.851240578057684,0,20.801852538009253,1.6960285515156737,1.439538715211851,163.9,12,0.12943632567849686,0.10689742937134131,0.10391276459268763,0.27967243201481834,0.12674961119751166,0.36363636363636365,0.16216216216216217,0.1926605504587156,0.12410837333979496,Julius Thomas,TE,FA
997,00-0028067,2015,46,80,455.0,5,678.0,145.0,25.0,-0.18907882237787188,0,8.653462691785608,2.1135623944729,1.9007405848447272,121.5,12,0.17738359201773837,0.16472303206997085,0.09951956074124914,0.39785381368258427,0.13257575757575757,0.1724137931034483,0.15151515151515152,0.15463917525773196,0.10639415751589344,Julius Thomas,TE,FA
998,00-0028067,2016,30,51,281.0,4,363.0,95.0,15.0,1.5260597192676308,0,8.085467829020342,1.194693923938547,1.0141044119295444,82.10000000000001,9,0.13350785340314136,0.11207162704538438,0.09108341323106424,0.28991908174101955,0.11630794701986755,0.25,0.11363636363636363,0.12837837837837837,0.1048209999489301,Julius Thomas,TE,FA
999,00-0028067,2017,41,62,388.0,3,480.0,145.0,18.0,-4.362172808874992,0,15.918844451115294,1.7430738739088298,1.9008212018895063,97.8,14,0.11923076923076924,0.1138249940716149,0.10545454545454545,0.2699061491034458,0.11993817619783617,0.13636363636363635,0.11180124223602485,0.11475409836065574,0.08968363136176066,Julius Thomas,TE,FA
1028,00-0028093,2014,39,52,507.0,1,406.0,258.0,20.0,17.764662930363556,0,33.98082443917717,1.4879470730392177,1.3382025906946038,93.7,15,0.09923664122137404,0.10170340681362726,0.10492069947132981,0.23021768728296288,0.11954727658571092,0.05555555555555555,0.11299435028248588,0.1076923076923077,0.07225255235803954,Niles Paul,TE,FA
1029,00-0028093,2016,2,2,27.0,0,1.0,26.0,2.0,2.238449157914147,0,8.0,0.04836829836829837,0.001487988953170012,4.7,2,0.023529411764705882,0.0011947431302270011,0.09665427509293681,0.036249912151240425,0.0406015037593985,0.0,0.06666666666666667,0.0625,0.023701462430660614,Niles Paul,TE,FA
1030,00-0028093,2017,13,19,94.0,0,112.0,31.0,4.0,1.2060849688132294,0,7.37168458781362,0.6002733502733503,0.41444505518938396,22.8,11,0.05307262569832402,0.03925692253767964,0.020960108181203516,0.11101447657762975,0.03313359182234755,0.0,0.03125,0.026490066225165563,0.024112185113898347,Niles Paul,TE,FA
1031,00-0028093,2018,10,13,98.0,0,107.0,32.0,5.0,1.8980766391032375,0,3.9139333152615885,0.25320286558422883,0.27202262294641,19.5,5,0.06403940886699508,0.06520414381474711,0.042723631508678236,0.14822242835229033,0.06451612903225806,0.0,0.0641025641025641,0.05747126436781609,0.0418490857584342,Niles Paul,TE,FA
1032,00-0028097,2014,7,8,42.0,1,22.0,24.0,3.0,2.502611829142552,0,11.5,0.3058346512657539,0.10229542313994577,17.2,6,0.0392156862745098,0.01518288474810214,0.0335195530726257,0.07096983721024641,0.029661016949152543,0.1111111111111111,0.04285714285714286,0.05063291139240506,0.03387560562492614,Lee Smith,TE,FA
1033,00-0028097,2015,12,13,70.0,1,20.0,57.0,4.0,1.4271283345193577,0,12.545238095238096,0.3499100370419081,0.053995580548155626,25.0,10,0.033419023136246784,0.006587615283267457,0.04428904428904429,0.05539862693098414,0.02411298656562177,0.038461538461538464,0.02962962962962963,0.031055900621118012,0.02408895569559268,Lee Smith,TE,FA
1034,00-0028097,2016,6,6,29.0,0,-3.0,32.0,0.0,-0.19704847503453493,0,1.0,0.14603174603174604,-0.011305361305361306,8.9,3,0.05217391304347826,-0.003468208092485549,0.09169054441260745,0.07548630309122895,0.038821954484605084,0.0,0.0,0.0,0.029029943244830065,Lee Smith,TE,FA
1035,00-0028097,2017,8,11,76.0,0,57.0,32.0,4.0,2.3393038008362055,0,8.229545454545455,0.3292069459362692,0.2578039889236808,15.600000000000001,6,0.054187192118226604,0.03917525773195876,0.047128129602356406,0.11262099436290693,0.05604719764011799,0.0,0.0625,0.05405405405405406,0.03177577708070233,Lee Smith,TE,FA
1036,00-0028097,2018,10,11,73.0,3,20.0,55.0,5.0,9.035840450436808,0,15.6,0.2920432607932608,0.0652177821848222,35.3,6,0.04721030042918455,0.010298661174047374,0.07713884992987377,0.07905437958301473,0.04311872415829888,0.23076923076923078,0.060240963855421686,0.08333333333333333,0.06073431747014899,Lee Smith,TE,FA
1037,00-0028097,2019,4,5,31.0,1,32.0,9.0,2.0,3.1640967354760505,0,7.833333333333333,0.1727581391541347,0.15294830704729342,13.1,5,0.03164556962025317,0.024634334103156273,0.017578125,0.06717582171290477,0.0285451197053407,0.125,0.03571428571428571,0.046875,0.031039711875651594,Lee Smith,TE,FA
1038,00-0028097,2020,4,6,35.0,2,22.0,20.0,3.0,-0.13627341273240745,0,6.384615384615385,0.1788910621147463,0.06441348626603557,19.5,5,0.033707865168539325,0.014588859416445624,0.03316749585406302,0.06223288528596549,0.02234993614303959,0.125,0.036585365853658534,0.05102040816326531,0.032346891380797556,Lee Smith,TE,FA
1039,00-0028097,2021,9,11,65.0,1,38.0,31.0,3.0,2.709607003373094,0,13.444444444444445,0.29248575498575496,0.13783070373100284,21.5,6,0.04782608695652174,0.024967148488830485,0.044412607449856735,0.09171284922584699,0.03946569520340012,0.1,0.0379746835443038,0.0449438202247191,0.03952351189381963,Lee Smith,TE,FA
1040,00-0028112,2014,58,84,605.0,3,547.0,257.0,31.0,15.559409256575544,0,15.789138520447928,2.2301491500458397,1.9742099972835485,136.5,14,0.16030534351145037,0.13426607756504663,0.14778608395629672,0.34787087731921285,0.16791562586733277,0.125,0.155,0.15178571428571427,0.10684764230696976,Charles Clay,TE,FA
1041,00-0028112,2015,51,77,528.0,3,579.0,237.0,26.0,11.507321260403842,0,11.64434567355588,2.535661490153323,1.8730963363829278,121.80000000000001,13,0.19642857142857142,0.14536781320612605,0.22507122507122507,0.410937107707758,0.17576564580559254,0.14285714285714285,0.203125,0.19463087248322147,0.10789646191733256,Charles Clay,TE,FA
1042,00-0028112,2016,57,87,552.0,4,694.0,192.0,22.0,17.673040689651394,0,12.326869633347696,3.1071941362823217,2.8178852889022417,136.2,15,0.19817767653758542,0.16730954676952747,0.1759853345554537,0.4311141522220001,0.18045112781954886,0.23529411764705882,0.15384615384615385,0.1625,0.10843431046287598,Charles Clay,TE,FA
1043,00-0028112,2017,49,74,558.0,2,512.0,265.0,29.0,8.534281053785985,0,15.103612893181477,2.797684011697036,2.0600206012935214,116.80000000000001,13,0.19733333333333333,0.1610062893081761,0.24559777571825764,0.42480503144654086,0.2377503195568811,0.16666666666666666,0.25663716814159293,0.248,0.13788544175284506,Charles Clay,TE,FA
1044,00-0028112,2018,21,36,184.0,0,290.0,71.0,11.0,-15.320311741321348,0,6.388024261194993,1.1801856233069055,0.9391622667457775,37.4,11,0.10682492581602374,0.08400926998841252,0.08452380952380953,0.2274448047147656,0.09126984126984126,0.0,0.12222222222222222,0.11458333333333333,0.05761469020550267,Charles Clay,TE,FA
1045,00-0028112,2019,18,24,237.0,1,152.0,95.0,12.0,10.622719018028913,0,17.40190985485103,0.802979301750258,0.6231702572679413,47.7,15,0.046966731898238745,0.039978958442924775,0.05484988452655889,0.10243326460169794,0.06826036866359447,0.05555555555555555,0.0736196319018405,0.0718232044198895,0.03744171808034663,Charles Clay,TE,FA
1072,00-0028142,2014,6,6,74.0,1,29.0,45.0,5.0,8.320014597644331,0,19.916666666666668,0.1549459527400704,0.08176259614497226,19.700000000000003,5,0.032432432432432434,0.01739652069586083,0.08490566037735849,0.06256586520533731,0.05358435916002897,0.08333333333333333,0.07246376811594203,0.07407407407407407,0.03779449006215947,Virgil Green,TE,FA
1073,00-0028142,2015,12,15,173.0,1,71.0,121.0,9.0,15.859729572577635,0,39.700168350168354,0.42296356686251063,0.2278499545782804,35.3,11,0.036585365853658534,0.019500137324910738,0.09264931087289434,0.07047815864041639,0.06004859423811177,0.07692307692307693,0.06521739130434782,0.06622516556291391,0.03853964233465074,Virgil Green,TE,FA
1074,00-0028142,2016,22,37,237.0,1,254.0,101.0,13.0,8.276851970585994,0,9.508338393552592,1.0790495808692897,0.8837347952213044,51.7,10,0.1008174386920981,0.0809174896463842,0.10233029381965553,0.21596014975525452,0.09741060419235512,0.1111111111111111,0.11304347826086956,0.11290322580645161,0.06876646005692852,Virgil Green,TE,FA
1075,00-0028142,2017,14,22,191.0,1,175.0,92.0,7.0,3.2718951488495804,0,12.936943889443889,0.6277739815747764,0.6582329498589878,39.1,11,0.055,0.05075406032482599,0.08,0.1231032482598608,0.07161604799400074,0.06666666666666667,0.05384615384615385,0.05517241379310345,0.04439751101421629,Virgil Green,TE,FA
1076,00-0028142,2018,19,27,210.0,1,146.0,102.0,10.0,10.325531920777342,0,14.894847546674171,0.8477577035959395,0.6736879266889404,46.0,13,0.06338028169014084,0.04499229583975347,0.05582922824302135,0.13106425920701403,0.05862646566164154,0.037037037037037035,0.055865921787709494,0.05339805825242718,0.0366189558821188,Virgil Green,TE,FA
1077,00-0028142,2019,9,13,78.0,1,63.0,39.0,4.0,3.856282007001977,0,20.61263736263736,0.363508794136495,0.20025347057740284,22.8,11,0.030805687203791468,0.01861152141802068,0.025275437459494492,0.061097747940103746,0.024336973478939157,0.058823529411764705,0.026845637583892617,0.030120481927710843,0.022616803888503127,Virgil Green,TE,FA
1078,00-0028142,2020,3,6,50.0,1,71.0,23.0,2.0,1.9138455621432513,0,1.5137420718816066,0.16866789819376027,0.21984007635684466,14.0,4,0.03821656050955414,0.05078683834048641,0.04085257548845471,0.09795431143672034,0.04336513443191674,0.125,0.03571428571428571,0.046875,0.034295232962618195,Virgil Green,TE,FA
1079,00-0028149,2014,18,25,189.0,2,126.0,137.0,11.0,10.778703038813546,0,40.563644688644686,0.9969709875587529,0.5531362982868868,47.8,14,0.05952380952380952,0.029577464788732393,0.11474036850921274,0.1129476861167002,0.06419836956521739,0.11764705882352941,0.07746478873239436,0.08176100628930817,0.04641858297078931,Bruce Miller,TE,FA
1080,00-0028149,2015,10,14,135.0,0,39.0,99.0,5.0,2.9872724350127062,0,13.626666666666667,0.38585732151082097,0.1397639321135494,30.900000000000002,10,0.03867403314917127,0.015506958250497018,0.07426856714178545,0.07041661632415452,0.052982731554160126,0.0,0.04716981132075472,0.041666666666666664,0.037480895659979134,Bruce Miller,TE,FA
1081,00-0028149,2020,1,2,2.0,0,-3.0,3.0,1.0,-0.07930087379645556,0,-2.0,0.07272727272727272,-0.01655510399234999,1.2,2,0.03076923076923077,-0.006224066390041493,0.015463917525773196,0.041174593041812965,0.00390625,0.0,0.03225806451612903,0.02702702702702703,0.005761474937584022,Bruce Miller,TE,FA
1082,00-0028179,2014,2,4,14.0,0,28.0,2.0,0.0,-6.997025509364903,0,0.5,0.09302325581395349,0.0875,3.4000000000000004,1,0.09090909090909091,0.08974358974358974,0.01639344262295082,0.20815850815850817,0.05090909090909091,0.0,0.0,0.0,0.03962703962703963,David Ausberry,TE,FA
1174,00-0028903,2014,2,2,53.0,0,46.0,7.0,2.0,3.5369603706058115,0,2.292307692307692,0.08293460925039872,0.2537634408602151,7.3,2,0.038461538461538464,0.09163346613545817,0.04827586206896552,0.13099908060067422,0.16825396825396827,0.0,0.11764705882352941,0.1111111111111111,0.06709558823529412,Garrett Celek,TE,FA
1175,00-0028903,2015,19,28,186.0,3,175.0,98.0,10.0,12.79579301297781,0,18.358070818070818,1.0060394468903149,0.7521438642111481,55.6,10,0.0924092409240924,0.07137030995106036,0.09245283018867924,0.1957101093469869,0.09011627906976744,0.3333333333333333,0.1111111111111111,0.13131313131313133,0.0827307085676874,Garrett Celek,TE,FA
1176,00-0028903,2016,29,50,350.0,3,463.0,115.0,20.0,6.742531647236319,0,10.794749942472132,1.5777091722060166,1.9555778276241016,80.0,13,0.11990407673860912,0.1427690410114092,0.08805513016845329,0.29407134791704104,0.1282051282051282,0.15789473684210525,0.15151515151515152,0.152317880794702,0.07719027402547278,Garrett Celek,TE,FA
1177,00-0028903,2017,21,33,336.0,4,273.0,172.0,15.0,11.809362625548316,0,14.495403583242371,0.9457762501458569,0.9983266471886952,78.6,13,0.06693711967545639,0.0699282786885246,0.11046885035324341,0.15634830246400425,0.09422321929332586,0.3076923076923077,0.08928571428571429,0.10497237569060773,0.07166694020460637,Garrett Celek,TE,FA
1178,00-0028903,2018,5,8,90.0,2,90.0,43.0,5.0,-3.152431628172053,0,5.765151515151516,0.27836366538952745,0.41098795592934095,26.0,6,0.04395604395604396,0.06870229007633588,0.05011655011655012,0.12089589799513464,0.0587467362924282,0.2,0.06756756756756757,0.08333333333333333,0.05104244375515332,Garrett Celek,TE,FA
1234,00-0029119,2014,9,14,105.0,0,159.0,37.0,4.0,2.5376700650085695,0,11.31542263782069,0.4146161407030972,0.5343266389447766,19.700000000000003,6,0.06763285024154589,0.0853462157809984,0.06412478336221837,0.16972624798711755,0.07241379310344828,0.0,0.05405405405405406,0.04878048780487805,0.040786749482401664,Derek Carrier,TE,FA
1235,00-0029119,2015,17,22,141.0,1,136.0,77.0,4.0,1.8180448327912018,0,18.45041407867495,0.619802467213039,0.5174587999041839,37.1,11,0.055415617128463476,0.04271356783919598,0.05670103092783505,0.11729427996405199,0.04889042995839112,0.0625,0.027777777777777776,0.03125,0.038959947913385,Derek Carrier,TE,FA
1236,00-0029119,2016,2,2,10.0,0,8.0,2.0,0.0,0.06493453122675419,0,3.0,0.04827968923418424,0.02899344099429255,3.0,2,0.022222222222222223,0.011782032400589101,0.0071174377224199285,0.042758959253804615,0.013888888888888888,0.0,0.0,0.0,0.013692377909630304,Derek Carrier,TE,FA
1237,00-0029119,2017,8,11,71.0,0,31.0,50.0,4.0,-1.366674461576622,0,24.066666666666666,0.39290064052954904,0.15995001132512532,15.100000000000001,8,0.04782608695652174,0.019183168316831683,0.04868549172346641,0.08708566508824796,0.037056367432150315,0.0,0.0449438202247191,0.038834951456310676,0.02067247138710914,Derek Carrier,TE,FA
1238,00-0029119,2018,7,12,67.0,1,105.0,16.0,3.0,-1.7892299519735388,0,3.490740740740741,0.38590781388956263,0.601067017531098,19.700000000000003,6,0.06,0.08440514469453377,0.02091503267973856,0.15752411575562703,0.041796631316281974,0.25,0.04,0.05063291139240506,0.04224566821067079,Derek Carrier,TE,FA
1239,00-0029119,2019,13,19,108.0,1,165.0,51.0,4.0,4.638235399598495,0,9.95762987012987,0.5930830544194987,0.7640059951804686,32.5,9,0.06168831168831169,0.08367139959432049,0.039473684210526314,0.15946958720792392,0.045704612780363946,0.1,0.036036036036036036,0.04132231404958678,0.041956055872556866,Derek Carrier,TE,FA
1240,00-0029119,2020,1,1,14.0,0,-4.0,18.0,1.0,0.8328605507267639,0,0.0,0.034482758620689655,-0.017777777777777778,2.4000000000000004,1,0.03225806451612903,-0.016877637130801686,0.11612903225806452,0.0348849870695522,0.05090909090909091,0.0,0.058823529411764705,0.05,0.02298850574712644,Derek Carrier,TE,FA
1241,00-0029119,2021,2,2,13.0,0,7.0,6.0,0.0,0.8306839682627469,0,1.8571428571428572,0.05405405405405406,0.0231023102310231,3.3,1,0.05405405405405406,0.0231023102310231,0.03896103896103896,0.09956292926589957,0.034031413612565446,0.0,0.0,0.0,0.030933633295838016,Derek Carrier,TE,FA
1315,00-0029275,2014,19,25,226.0,0,155.0,114.0,12.0,13.369013362981486,0,16.225529480084717,0.7904108463936297,0.7129316612424835,41.6,10,0.07396449704142012,0.056672760511883,0.09127301841473179,0.15628495397163658,0.08859270874166994,0.0,0.096,0.08391608391608392,0.04842615012106538,Ladarius Green,TE,FA
1316,00-0029275,2015,37,63,429.0,4,485.0,222.0,24.0,20.304688971027485,2,17.26629384754641,1.5619667322375774,1.7501287993714703,107.9,13,0.11454545454545455,0.12407265285239191,0.1002710027100271,0.27107630410009537,0.1062407132243685,0.16,0.12121212121212122,0.12556053811659193,0.08374598345260086,Ladarius Green,TE,FA
1317,00-0029275,2016,18,34,304.0,1,390.0,97.0,12.0,9.32835152741865,0,3.981814121442556,1.0130445913755872,1.4620837986894961,54.4,6,0.1642512077294686,0.2264808362369338,0.12516129032258064,0.42756148058375,0.1910747957259585,0.1111111111111111,0.15384615384615385,0.14942528735632185,0.09743167245764228,Ladarius Green,TE,FA
1351,00-0029391,2016,2,2,25.0,0,4.0,21.0,2.0,2.2098000444239005,0,16.333333333333332,0.05083655083655084,0.015257328990228013,4.5,2,0.024096385542168676,0.007017543859649123,0.061046511627906974,0.04175861340097232,0.03834355828220859,0.0,0.05714285714285714,0.05263157894736842,0.02601456815816857,Sean McGrath,TE,FA
1352,00-0029391,2017,4,4,46.0,0,30.0,16.0,3.0,3.5648084435379133,0,6.515151515151516,0.10470085470085469,0.08925497167111804,8.6,3,0.034482758620689655,0.031813361611876985,0.042666666666666665,0.07717482722053606,0.05082872928176796,0.0,0.05660377358490566,0.05263157894736842,0.028995279838165876,Sean McGrath,TE,FA
1360,00-0029414,2017,2,2,53.0,0,44.0,9.0,1.0,2.8371598049998283,0,2.829411764705882,0.05897435897435897,0.19592458794310227,7.3,2,0.028985507246376812,0.09843400447427293,0.03308823529411765,0.12222546444898356,0.09906542056074766,0.0,0.05263157894736842,0.045454545454545456,0.03790238836967808,Orson Charles,TE,FA
1361,00-0029414,2018,3,5,23.0,0,17.0,24.0,0.0,0.35181602771626785,0,8.0,0.1673147949159688,0.038357804573534736,5.3,5,0.02976190476190476,0.010023584905660377,0.047524752475247525,0.05266172506738544,0.019055509527754765,0.0,0.0,0.0,0.011595344359849477,Orson Charles,TE,FA
1414,00-0029587,2014,19,26,208.0,1,68.0,158.0,12.0,11.103545331861824,1,22.801923076923075,0.7981233426355377,0.2553651175957697,47.800000000000004,14,0.05543710021321962,0.01917113053284466,0.09905956112852665,0.09849255474610516,0.06668804103879448,0.07692307692307693,0.07947019867549669,0.07926829268292683,0.04498992903262241,Rhett Ellison,TE,FA
1415,00-0029587,2015,11,19,124.0,1,28.0,126.0,5.0,1.7001696570955804,0,18.4375,0.7109330205535139,0.31946223508039046,29.400000000000002,11,0.0625,0.012873563218390805,0.10268948655256724,0.10404885057471264,0.058435438265786996,0.16666666666666666,0.050505050505050504,0.05714285714285714,0.0380838881836317,Rhett Ellison,TE,FA
1416,00-0029587,2016,9,14,57.0,0,42.0,34.0,2.0,-3.519317524158396,0,5.044444444444444,0.40129060134692174,0.2709800164990855,20.8,9,0.041176470588235294,0.020578147966683,0.02789171452009844,0.07822722425569935,0.0244320617231033,0.0,0.017241379310344827,0.015748031496062992,0.025960410374179375,Rhett Ellison,TE,FA
